User ID,Nombre_Completo,Rol_Hospitalario,Pais_Residencia,Ciudad_Base,Turno_Asignado,Estado_Cuenta,Fecha_Ingreso
76783686619002214,Melissa Stewart,Enfermero/a,CO,Medellín,Diurno,Activo,2019-12-09
80543066795886364,Matthew King,Médico Especialista,CO,Bogotá,Nocturno,Activo,2024-05-16
81029044592469483,Jacob Hill,Enfermero/a,CO,Bogotá,Tarde,Activo,2022-10-21
89462947408438493,Jennifer Bowers,Médico Especialista,MX,Guadalajara,Diurno,Activo,2021-01-07
95253251098045937,Justin King,Médico General,CO,Cali,Nocturno,Activo,2019-06-09
98585584646560238,Michael Fitzgerald,Auxiliar de Enfermería,CO,Ibagué,Diurno,Activo,2024-05-16
122638329460342016,Nicole Griffin,Enfermero/a,CO,Bucaramanga,Nocturno,Activo,2022-12-21
128280393086676602,Daniel Morales,Personal de TI / Soporte,MX,Monterrey,Tarde,Activo,2019-09-22
149567493532951627,Melissa Mann,Enfermero/a,CO,Barranquilla,Diurno,Activo,2018-02-15
158901820999218398,Abigail Davis,Personal de Laboratorio,CO,Bogotá,Diurno,Activo,2017-12-26
164131365378676229,Jessica Brown,Enfermero/a,CO,Barranquilla,Nocturno,Activo,2018-09-03
170582948414445151,Andrew Cruz,Farmacéutico/a,CO,Bucaramanga,Diurno,Activo,2025-07-15
173553487759321692,Kelly Dawson,Auxiliar de Enfermería,CO,Cali,Administrativo,Inactivo,2022-01-20
174640156203344908,Samantha Bowman,Enfermero/a,CO,Bucaramanga,Nocturno,Activo,2020-08-17
184362623929617180,Matthew Lara,Personal de TI / Soporte,MX,Puebla,Nocturno,Activo,2019-04-03
198556498745727583,Kyle Black,Enfermero/a,CO,Cali,Diurno,Activo,2018-10-06
238096869526841425,Andrew Allen,Médico General,CO,Ibagué,Nocturno,Inactivo,2016-09-05
244357687685773151,Zachary Chan,Farmacéutico/a,CO,Ibagué,Administrativo,Activo,2019-11-09
245413996115809405,Kevin Holmes,Administrativo - Facturación,CO,Barranquilla,Diurno,Activo,2023-04-24
261539326991769989,Brandon Mitchell,Médico Especialista,CO,Barranquilla,Diurno,Activo,2024-02-23
274353785419295099,Hannah Richmond,Enfermero/a,CO,Bogotá,Diurno,Activo,2019-03-02
280661392379325812,Cheyenne Spears,Administrativo - RRHH,CL,Concepción,Tarde,Inactivo,2021-11-07
290573617695457942,Jason Rodriguez,Personal de Laboratorio,AR,Buenos Aires,Nocturno,Inactivo,2017-04-30
294774649301740057,Travis Pratt,Directivo / Gerencia,PE,Arequipa,Tarde,Activo,2025-04-15
312890127604127453,Robin Andrews,Auxiliar de Enfermería,CO,Bucaramanga,Tarde,Activo,2022-12-04
318445141234027577,Kristine Carrillo,Farmacéutico/a,CO,Cali,Diurno,Activo,2023-06-30
319458792662160492,Judy Murray,Enfermero/a,CO,Ibagué,Diurno,Activo,2021-12-16
321447932476746888,Brian Jones,Personal de TI / Soporte,CO,Cali,Diurno,Activo,2022-05-19
329184630007994901,Megan Hall MD,Enfermero/a,CO,Bogotá,Administrativo,Activo,2025-04-11
329876365589340521,Alexandra Collier,Personal de Laboratorio,CO,Bogotá,Nocturno,Activo,2018-11-30
349492264981818000,Michael Nicholson,Enfermero/a,CO,Medellín,Tarde,Activo,2017-05-12
359073086464544945,Karen Gomez,Auxiliar de Enfermería,CO,Bucaramanga,Nocturno,Activo,2024-09-22
362470963841804665,Travis Vega,Farmacéutico/a,AR,Rosario,Diurno,Activo,2024-11-12
363423067174725118,Mr. Nicolas Salas II,Auxiliar de Enfermería,CO,Ibagué,Diurno,Activo,2018-07-03
367816946639731569,Luke Moore,Personal de TI / Soporte,CO,Bogotá,Diurno,Activo,2017-08-21
377618718314325853,Megan Alvarado,Enfermero/a,CO,Bucaramanga,Administrativo,Activo,2022-03-15
378522321304501468,Kimberly Williams,Farmacéutico/a,CO,Cali,Nocturno,Activo,2021-01-07
407203068119734878,Katherine Galloway,Enfermero/a,PE,Cusco,Nocturno,Activo,2024-10-01
415090862613429614,Katherine Joyce,Enfermero/a,CO,Bogotá,Diurno,Activo,2024-12-02
415945551149301255,Daniel Ray,Enfermero/a,PE,Lima,Diurno,Activo,2017-03-01
416345504819225153,Karen Fernandez,Médico Especialista,MX,Puebla,Nocturno,Activo,2021-03-14
420254485332751656,Michael Thompson,Médico Especialista,CO,Ibagué,Tarde,Activo,2025-06-19
436916346524468024,Julia Norris,Farmacéutico/a,CO,Bucaramanga,Administrativo,Activo,2016-10-13
437453406989894615,Kevin Nguyen,Farmacéutico/a,CO,Barranquilla,Nocturno,Activo,2022-03-12
454652179964526035,Joshua Young,Farmacéutico/a,CO,Cali,Tarde,Activo,2020-12-02
468597381449595176,Holly Jimenez,Médico Especialista,CO,Medellín,Nocturno,Inactivo,2018-07-29
472421656841363315,Jacqueline Dickerson,Enfermero/a,EC,Cuenca,Administrativo,Inactivo,2019-03-13
492698618441930439,Carlos Johnston,Médico General,CO,Barranquilla,Tarde,Activo,2018-09-26
493944666756450203,Devin Young,Personal de Laboratorio,AR,Rosario,Nocturno,Activo,2020-07-26
497798784239140547,Charles Haley,Administrativo - RRHH,CO,Barranquilla,Administrativo,Activo,2018-01-09
510209716063239674,Cassandra Porter,Médico General,EC,Quito,Diurno,Activo,2025-08-21
544852185750196120,Kelly Le,Farmacéutico/a,CO,Barranquilla,Administrativo,Inactivo,2023-09-30
549771390889321665,Justin Bradley,Médico Especialista,CO,Cali,Diurno,Activo,2020-04-06
551504638347992762,Amy Cervantes,Enfermero/a,CO,Barranquilla,Nocturno,Activo,2020-12-19
571655941817736465,Joanna Cook,Médico Especialista,CO,Cali,Nocturno,Activo,2019-12-05
579622553541926493,Tara Scott,Enfermero/a,ES,Valencia,Nocturno,Activo,2016-11-09
580538526812893238,Sean Mccarty,Farmacéutico/a,CO,Bucaramanga,Tarde,Activo,2018-06-20
584558737565308881,Mariah Thompson,Personal de TI / Soporte,CO,Bogotá,Nocturno,Activo,2023-09-13
586188619847410803,Michael Freeman,Médico General,CO,Medellín,Diurno,Activo,2023-04-22
586196703547065115,Jane Mitchell,Auxiliar de Enfermería,CO,Cali,Diurno,Activo,2022-05-13
589505589589612036,Christopher Morton,Farmacéutico/a,CO,Barranquilla,Diurno,Activo,2019-09-18
591488031358135090,Laura Sweeney,Personal de TI / Soporte,CO,Bucaramanga,Tarde,Activo,2017-04-27
594009510855884642,Darren Stewart,Auxiliar de Enfermería,CO,Barranquilla,Tarde,Activo,2019-04-20
606166407593143138,Matthew Nelson,Médico General,CO,Cali,Diurno,Activo,2020-09-06
621845881036861260,Heidi Matthews,Auxiliar de Enfermería,CO,Bucaramanga,Administrativo,Activo,2025-05-14
629592483895387782,Clinton Johnson,Enfermero/a,CL,Valparaíso,Tarde,Activo,2023-03-25
634932726184985019,Teresa Haynes,Directivo / Gerencia,CO,Ibagué,Tarde,Activo,2017-05-26
638278412039124210,Brian Brown,Enfermero/a,CO,Bogotá,Tarde,Activo,2024-08-02
639156126897569203,Allison Sanders,Farmacéutico/a,CO,Barranquilla,Diurno,Inactivo,2023-07-25
640565518400966836,Dennis Moore,Médico Especialista,CO,Bogotá,Nocturno,Activo,2022-07-28
641869321732399197,Ellen Wright,Enfermero/a,CO,Cali,Tarde,Activo,2019-03-28
642616505012045179,Bonnie Roberson,Administrativo - RRHH,CO,Cali,Diurno,Activo,2016-12-07
647230220523043102,Shannon Nguyen,Auxiliar de Enfermería,CO,Cali,Administrativo,Activo,2020-12-18
648020173358692836,Kimberly Nelson,Enfermero/a,CO,Bogotá,Nocturno,Activo,2020-09-06
666580368949218065,Melissa Thompson,Personal de TI / Soporte,CO,Barranquilla,Nocturno,Activo,2022-01-21
688640229782130215,Madison Elliott,Administrativo - Facturación,EC,Cuenca,Administrativo,Activo,2021-05-22
693375237930170928,Emily Reed,Enfermero/a,CO,Bogotá,Administrativo,Activo,2021-07-14
702969858624746507,Jessica Diaz,Auxiliar de Enfermería,CO,Bucaramanga,Diurno,Activo,2019-01-06
716003091088366733,Aaron Ochoa,Auxiliar de Enfermería,CO,Ibagué,Nocturno,Inactivo,2024-04-23
725447588539601868,John Smith,Auxiliar de Enfermería,CO,Barranquilla,Nocturno,Activo,2024-12-22
726867890610472108,Karen Smith,Enfermero/a,CO,Barranquilla,Diurno,Inactivo,2020-07-20
736813725017029023,David Smith,Médico General,CO,Bogotá,Diurno,Activo,2020-01-16
738194048488396416,Justin Foster,Personal de TI / Soporte,CO,Medellín,Diurno,Activo,2018-02-23
749743412465396894,Jean Gray,Personal de TI / Soporte,CO,Ibagué,Nocturno,Activo,2019-01-17
755155362395021135,David Duran,Administrativo - Facturación,CO,Cali,Nocturno,Activo,2024-11-13
758295990411326847,Melinda Mitchell,Directivo / Gerencia,CL,Concepción,Nocturno,Activo,2023-05-14
773335303810452971,Jennifer Castaneda,Personal de Laboratorio,CO,Barranquilla,Diurno,Activo,2018-04-27
780876707792467072,Mark Williamson,Personal de Laboratorio,ES,Sevilla,Diurno,Activo,2019-02-16
786411132169845795,Chelsea Smith,Personal de Laboratorio,CO,Bogotá,Tarde,Activo,2017-02-15
787590206961462388,Charlene Garcia,Auxiliar de Enfermería,CL,Santiago,Tarde,Activo,2019-02-06
800944936228285740,Monica Hall,Enfermero/a,CO,Cali,Administrativo,Activo,2018-01-13
805504322089413951,Glenn Collins DDS,Médico General,CO,Ibagué,Administrativo,Activo,2025-08-29
813269878141597936,Rick Rivera,Farmacéutico/a,MX,Guadalajara,Administrativo,Activo,2024-04-08
817146581155693635,Amy Rowe,Enfermero/a,CO,Cali,Administrativo,Activo,2017-04-27
821378943834888546,Corey Skinner,Enfermero/a,CO,Barranquilla,Administrativo,Activo,2024-01-13
826293862007002722,Barbara Tate,Auxiliar de Enfermería,EC,Cuenca,Tarde,Activo,2018-12-02
859602288942987751,Jessica Rojas,Enfermero/a,CO,Barranquilla,Diurno,Activo,2016-12-24
875033638223862192,Ray Boyd,Médico General,CO,Bogotá,Diurno,Activo,2025-07-08
899349846445064690,Michael Collins,Administrativo - Facturación,CO,Bogotá,Tarde,Activo,2019-08-02
913474867780385905,Amanda Pineda,Administrativo - RRHH,ES,Barcelona,Diurno,Activo,2021-05-14
926913143041035421,Mark Gonzalez,Médico General,AR,Rosario,Diurno,Activo,2024-08-31
930597326634108521,Claudia Rodriguez,Médico Especialista,CO,Medellín,Administrativo,Activo,2022-05-17
942384644086230011,Christopher Hill,Enfermero/a,CO,Cali,Diurno,Activo,2017-10-03
947673919263411643,Alexa Williams,Personal de Laboratorio,CO,Ibagué,Administrativo,Activo,2023-09-24
948969176028019707,Kyle Watson,Administrativo - Facturación,CO,Bogotá,Nocturno,Activo,2017-06-26
954690400528644465,Brandon Montgomery,Médico Especialista,ES,Sevilla,Nocturno,Activo,2025-01-20
963919189583009981,Lori Brown DDS,Personal de Laboratorio,CO,Bogotá,Nocturno,Activo,2022-12-28
964412330432999040,Beth Hall,Médico Especialista,CO,Medellín,Diurno,Activo,2025-07-06
966579988247534947,Nicole Trujillo,Enfermero/a,CO,Bogotá,Nocturno,Activo,2020-08-17
977097335008515120,Michael Howard,Directivo / Gerencia,CO,Barranquilla,Diurno,Activo,2017-11-21
984042950471452842,Karina Kim,Médico General,AR,Buenos Aires,Administrativo,Activo,2019-05-01
991298017975676989,Cheryl Lopez,Médico General,CO,Bucaramanga,Diurno,Inactivo,2019-10-22
992886222838522519,Denise Guerra,Enfermero/a,CO,Medellín,Diurno,Activo,2024-11-27
1012520176892002414,Andrea Moore,Auxiliar de Enfermería,MX,Puebla,Nocturno,Activo,2019-05-04
1016328838836411255,Jacob Smith,Personal de TI / Soporte,CL,Concepción,Nocturno,Activo,2022-06-03
1018199833267737080,Cody Smith,Directivo / Gerencia,CO,Cali,Tarde,Activo,2024-05-22
1020423884610773960,Cynthia Le,Médico Especialista,CL,Concepción,Nocturno,Activo,2022-08-08
1023915207666653329,Jasmine Warren,Médico Especialista,CO,Bucaramanga,Diurno,Activo,2021-02-26
1029690294222103281,Lisa Morris,Personal de Laboratorio,MX,Monterrey,Nocturno,Activo,2022-06-12
1030520431906464807,Joseph Jones,Enfermero/a,CO,Barranquilla,Diurno,Activo,2024-03-12
1033893986976128908,Shane Harris,Administrativo - RRHH,CO,Barranquilla,Diurno,Activo,2021-01-17
1036119402401610841,Kenneth Huff,Farmacéutico/a,CO,Barranquilla,Diurno,Activo,2022-08-07
1051771448985994948,Meredith Scott,Médico Especialista,CO,Medellín,Diurno,Activo,2019-12-23
1069288197528930856,Andrea Conrad,Administrativo - Facturación,CO,Barranquilla,Diurno,Inactivo,2018-07-23
1076535778060665255,Steve Miller PhD,Médico General,CO,Ibagué,Tarde,Activo,2017-03-23
1129365280059859166,Teresa Perry,Enfermero/a,CO,Medellín,Diurno,Activo,2020-01-01
1131785529226356779,Samantha Baker,Auxiliar de Enfermería,CO,Barranquilla,Diurno,Inactivo,2017-01-16
1142932649051397477,Eric Blackburn,Auxiliar de Enfermería,CO,Medellín,Tarde,Activo,2025-04-28
1146275713505087755,Neil Schmidt,Farmacéutico/a,CO,Ibagué,Diurno,Activo,2018-05-20
1149091405853446831,Danielle Garrett,Farmacéutico/a,CL,Concepción,Nocturno,Activo,2018-04-16
1153263585675167999,Jennifer Garcia,Directivo / Gerencia,EC,Cuenca,Administrativo,Activo,2022-06-05
1165698787698941982,Jimmy Ortega,Directivo / Gerencia,CO,Medellín,Tarde,Activo,2024-08-15
1173894704494183903,Christopher Morales,Auxiliar de Enfermería,CO,Bogotá,Administrativo,Activo,2019-09-19
1199687375390996563,Zachary Ramos,Médico Especialista,CO,Cali,Diurno,Activo,2019-11-07
1201287708237676170,William Nguyen,Personal de Laboratorio,CO,Barranquilla,Diurno,Activo,2020-01-09
1205703132672255287,Jessica Swanson,Directivo / Gerencia,PE,Arequipa,Nocturno,Activo,2022-02-25
1209706020219933767,Cindy Cannon,Enfermero/a,CO,Ibagué,Nocturno,Activo,2025-01-05
1231773014420035141,Tyrone West,Enfermero/a,CO,Cali,Nocturno,Activo,2020-04-02
1266294465212314853,Victoria Larson,Enfermero/a,CO,Bogotá,Diurno,Activo,2021-05-03
1270894423359657603,Elizabeth Evans MD,Médico Especialista,CO,Cali,Nocturno,Activo,2024-05-18
1278964750378775979,Rodney Norris,Farmacéutico/a,AR,Rosario,Tarde,Activo,2019-03-01
1297190480999414593,Kristie Howe,Enfermero/a,CO,Cali,Diurno,Activo,2018-01-26
1306620818583714244,Henry Taylor,Personal de Laboratorio,CO,Ibagué,Diurno,Activo,2019-12-25
1311967929997378902,Crystal Shepherd,Administrativo - Facturación,CO,Ibagué,Administrativo,Activo,2017-07-04
1318508992423703603,Thomas Navarro,Administrativo - Facturación,CL,Concepción,Diurno,Activo,2023-03-11
1321182055340968770,Carrie Petersen,Enfermero/a,CO,Barranquilla,Nocturno,Activo,2022-11-19
1323198079986640767,Susan Larson,Enfermero/a,AR,Buenos Aires,Nocturno,Activo,2019-05-20
1345301363166844646,Laura Miller,Personal de Laboratorio,PE,Arequipa,Nocturno,Activo,2017-03-07
1349938458569426057,Hannah Montoya,Administrativo - Facturación,CO,Ibagué,Nocturno,Activo,2020-06-05
1365277297297416245,Sheila Perez,Auxiliar de Enfermería,PE,Arequipa,Administrativo,Activo,2022-07-21
1385986260577188447,Alexandra Waters,Administrativo - RRHH,CO,Cali,Diurno,Activo,2020-02-14
1387422473395148883,Andrew Fernandez,Médico Especialista,CO,Cali,Diurno,Activo,2018-01-09
1398867169562423751,Connie Williams,Administrativo - RRHH,CO,Ibagué,Tarde,Activo,2023-04-06
1409089611238895571,Jeremy Larson,Médico Especialista,CO,Ibagué,Tarde,Inactivo,2021-03-22
1418325924292458979,Dylan Foster,Médico General,CO,Barranquilla,Diurno,Activo,2017-11-13
1423382980999084700,Kenneth Williams,Auxiliar de Enfermería,CO,Barranquilla,Diurno,Activo,2020-04-09
1428012973626540786,Jonathan Ayala,Médico Especialista,CO,Cali,Diurno,Activo,2017-11-07
1435309313392461681,Justin Freeman,Médico Especialista,CO,Medellín,Diurno,Activo,2022-07-19
1445543833966277169,Luis Fitzgerald,Médico Especialista,CO,Bucaramanga,Diurno,Inactivo,2018-11-23
1454505174548504900,Ricardo Morris,Enfermero/a,CO,Medellín,Administrativo,Activo,2024-12-29
1457125734109499237,Michael Henderson,Personal de Laboratorio,CO,Ibagué,Diurno,Activo,2019-10-24
1486727094534290888,Kirk Johnson,Médico Especialista,EC,Guayaquil,Administrativo,Activo,2019-06-03
1523134068586294123,Lisa Branch MD,Farmacéutico/a,CL,Santiago,Administrativo,Activo,2017-12-28
1523473556687457594,Robert Gonzalez,Administrativo - Facturación,CO,Barranquilla,Diurno,Activo,2020-01-16
1551545334602756216,Sarah Rodriguez,Médico General,CO,Bogotá,Nocturno,Activo,2017-03-03
1570843282749998035,Tammy Melton,Médico General,CO,Cali,Nocturno,Inactivo,2024-01-22
1577494204479626252,Michael Rodriguez,Administrativo - RRHH,MX,Puebla,Nocturno,Activo,2020-09-23
1579123302722010807,Daniel Medina,Administrativo - Facturación,CO,Bucaramanga,Diurno,Activo,2018-07-06
1583081130508983820,Deanna Webb,Auxiliar de Enfermería,MX,Puebla,Diurno,Activo,2023-04-01
1583447870706231242,Michael Smith,Administrativo - Facturación,CO,Barranquilla,Diurno,Activo,2021-12-04
1591960132700233312,Amanda Jackson,Médico Especialista,CO,Bucaramanga,Nocturno,Activo,2019-03-27
1594716447161858557,Lisa Brown,Enfermero/a,CO,Bucaramanga,Administrativo,Activo,2022-07-28
1604260295663450528,James Nelson,Personal de Laboratorio,CO,Medellín,Nocturno,Activo,2024-05-06
1609981896482989140,Sharon Smith,Enfermero/a,AR,Córdoba,Nocturno,Activo,2024-06-26
1620999222254867273,Crystal James,Personal de Laboratorio,CO,Bogotá,Administrativo,Activo,2025-06-20
1630439589193927680,Ethan Delacruz,Auxiliar de Enfermería,CO,Medellín,Nocturno,Activo,2021-06-18
1630755975253729699,Jonathan Ellis,Personal de Laboratorio,CO,Ibagué,Diurno,Activo,2025-01-05
1645964275634432264,David Moreno,Enfermero/a,CO,Ibagué,Administrativo,Activo,2019-09-06
1665996406106700925,Christopher Reed,Enfermero/a,CO,Cali,Tarde,Inactivo,2019-11-05
1666126868538209516,Cynthia Good,Médico General,CO,Bogotá,Diurno,Activo,2021-03-10
1671179551715336092,Lori Johns,Médico General,CO,Barranquilla,Tarde,Activo,2024-09-09
1675977634120067645,Alyssa Peters,Personal de Laboratorio,CO,Bogotá,Administrativo,Activo,2019-03-14
1676521496273584185,Steven Sandoval,Médico Especialista,CO,Ibagué,Diurno,Activo,2017-06-20
1687127750734816956,Tyler Salazar,Médico Especialista,CO,Barranquilla,Tarde,Activo,2022-04-23
1689617908428389664,David Hernandez,Médico General,CO,Bogotá,Diurno,Activo,2025-05-31
1717281101479885795,Erin Daniels,Médico General,CO,Bucaramanga,Diurno,Activo,2018-07-16
1732913886500734898,Joshua Mcbride,Administrativo - Facturación,AR,Buenos Aires,Diurno,Activo,2024-06-10
1746212100950108577,Michael Mills,Enfermero/a,CO,Barranquilla,Nocturno,Activo,2017-11-23
1753407625810593775,Vanessa Thomas DVM,Directivo / Gerencia,CO,Bucaramanga,Administrativo,Activo,2024-12-06
1755134844649222822,Justin Fry,Médico Especialista,PE,Lima,Diurno,Activo,2017-09-29
1762062968938280586,Shawn Acosta,Farmacéutico/a,CO,Bogotá,Diurno,Activo,2023-07-26
1766803293050896576,Jennifer Jenkins,Enfermero/a,CO,Barranquilla,Diurno,Activo,2020-08-31
1772558979673813634,Stephanie Mahoney,Enfermero/a,CO,Cali,Diurno,Activo,2019-02-21
1783819394184856509,Ashley Lopez,Administrativo - RRHH,CO,Cali,Tarde,Activo,2023-07-17
1797373071168081806,Debra Bradley,Directivo / Gerencia,CO,Ibagué,Nocturno,Activo,2018-10-04
1807735984636935196,Michael Howard,Administrativo - RRHH,PE,Cusco,Nocturno,Activo,2022-11-14
1809112113790238269,Jonathan Jacobs,Médico General,EC,Guayaquil,Tarde,Inactivo,2023-02-01
1821234751292218266,Samuel Henry,Médico General,CO,Bucaramanga,Tarde,Activo,2017-12-01
1842661048170053635,Andrew Duran,Farmacéutico/a,CO,Bogotá,Diurno,Activo,2016-10-24
1849902174769489601,Jason Newton,Enfermero/a,MX,Monterrey,Diurno,Activo,2025-07-28
1851107146211342923,Andrea Ho,Personal de Laboratorio,CO,Bucaramanga,Administrativo,Activo,2025-07-19
1874591967557323841,Katherine Nguyen,Auxiliar de Enfermería,CO,Ibagué,Nocturno,Activo,2020-10-17
1877773061948106412,Jared Williams,Auxiliar de Enfermería,CO,Barranquilla,Administrativo,Activo,2023-04-19
1900243434260000197,Erik Carr,Administrativo - Facturación,CO,Cali,Administrativo,Activo,2023-05-12
1902394973662789903,Kelly Liu,Farmacéutico/a,CO,Bucaramanga,Nocturno,Inactivo,2023-10-05
1903104639555824173,Jocelyn Wilcox,Médico Especialista,CO,Bucaramanga,Administrativo,Activo,2017-01-22
1920329292613780712,Kelly Foster PhD,Médico Especialista,CO,Barranquilla,Tarde,Activo,2021-09-12
1920700049555423657,Lydia Williams,Auxiliar de Enfermería,CO,Ibagué,Diurno,Activo,2019-04-20
1920794342435568637,Eric Carey,Auxiliar de Enfermería,CL,Santiago,Diurno,Activo,2020-10-30
1938092450300805455,Louis Brown,Enfermero/a,CO,Ibagué,Diurno,Activo,2021-05-01
1980518953401800559,Ronald Hayes,Enfermero/a,CO,Bogotá,Diurno,Activo,2023-03-08
2005118152285959020,Richard Pace,Personal de Laboratorio,CO,Medellín,Tarde,Activo,2022-12-11
2023198246641779914,Jason Hayes,Administrativo - Facturación,CO,Bucaramanga,Nocturno,Activo,2018-04-15
2028946524994426884,Michelle Harris,Auxiliar de Enfermería,US,Los Ángeles,Nocturno,Activo,2020-10-08
2031670632286216609,Michael Meadows,Enfermero/a,CL,Valparaíso,Tarde,Activo,2023-11-06
2032213007932189606,Becky Wilson,Enfermero/a,CO,Medellín,Diurno,Activo,2020-09-21
2036140085952486328,Joseph Cruz,Auxiliar de Enfermería,CO,Bucaramanga,Nocturno,Activo,2023-10-19
2039598208186612599,Tiffany Gray,Enfermero/a,CO,Bogotá,Tarde,Activo,2020-02-08
2046855104384783046,Susan Cunningham,Auxiliar de Enfermería,CO,Barranquilla,Diurno,Activo,2022-08-12
2060077426992581874,Sean White,Farmacéutico/a,CO,Bogotá,Diurno,Activo,2023-02-01
2062552299561627105,Eric Mack,Médico Especialista,CO,Bucaramanga,Diurno,Activo,2020-09-10
2080458273799299696,Autumn Anderson,Médico Especialista,CO,Bucaramanga,Diurno,Activo,2018-07-03
2083943343204990257,Dawn Ellis,Médico General,CO,Bogotá,Nocturno,Activo,2024-05-17
2088984197606393143,Abigail Andrade,Administrativo - RRHH,CO,Barranquilla,Nocturno,Activo,2018-10-26
2093579696786911088,Karen Ortiz,Farmacéutico/a,CO,Medellín,Nocturno,Activo,2017-05-24
2110179278661900693,Dana Kelley,Médico General,CO,Bucaramanga,Diurno,Activo,2022-04-04
2121957118640193839,Samantha Williams,Administrativo - RRHH,CO,Cali,Nocturno,Activo,2018-01-05
2127520348453116997,Amanda Nash,Enfermero/a,CO,Bogotá,Nocturno,Activo,2022-09-06
2176726975340648970,Elizabeth Knapp,Enfermero/a,CO,Bogotá,Diurno,Activo,2017-02-13
2180001791668166761,Christopher Powers,Personal de TI / Soporte,CO,Cali,Nocturno,Activo,2022-03-06
2199152991426358824,Linda Cobb,Médico Especialista,CO,Bogotá,Tarde,Inactivo,2018-04-11
2200547917896933274,Kent Huynh,Médico General,ES,Valencia,Tarde,Activo,2017-07-08
2205127590690190821,Jacob Gray,Auxiliar de Enfermería,CL,Valparaíso,Diurno,Activo,2017-04-15
2209124679467903275,Joshua Carter,Médico General,CO,Cali,Tarde,Activo,2017-11-21
2223584556682026866,Denise Rose,Farmacéutico/a,CO,Barranquilla,Diurno,Activo,2021-05-26
2224082743706622881,Lisa Rodriguez,Médico General,CO,Medellín,Diurno,Activo,2023-03-31
2238017779888532720,Victoria Webb,Médico Especialista,CO,Medellín,Diurno,Activo,2022-11-16
2242357636796489616,Victoria Mitchell,Médico General,CO,Ibagué,Administrativo,Activo,2022-02-27
2263013017286907998,Joseph Carney,Enfermero/a,CO,Barranquilla,Diurno,Activo,2019-11-12
2264073664475181892,Justin Stone,Médico General,CO,Ibagué,Tarde,Activo,2022-05-13
2272074151837337653,Christopher Lynch DDS,Médico Especialista,CO,Bucaramanga,Diurno,Activo,2025-06-28
2298137863957605997,Alexander Garrett,Administrativo - RRHH,CO,Medellín,Administrativo,Activo,2017-09-27
2299589966205712724,Rebecca Duarte,Enfermero/a,CO,Medellín,Tarde,Activo,2020-05-27
2301808177581448290,Justin Walsh,Enfermero/a,CO,Medellín,Administrativo,Activo,2016-10-12
2305496739224559526,Douglas Tyler,Médico Especialista,CO,Bogotá,Diurno,Activo,2019-06-13
2308171280057058196,Erica Smith,Enfermero/a,CO,Ibagué,Diurno,Activo,2022-11-07
2323013392928881915,Nathaniel Gilbert,Enfermero/a,CO,Barranquilla,Tarde,Inactivo,2016-12-09
2338535305530010845,Gary Morgan,Auxiliar de Enfermería,CO,Ibagué,Diurno,Activo,2022-09-24
2361541417975793393,Rebecca Brewer,Médico General,CO,Bucaramanga,Nocturno,Activo,2021-01-04
2365408519555377716,Stephanie Herrera,Administrativo - RRHH,CO,Medellín,Administrativo,Activo,2019-09-11
2365434002490440010,Jennifer Newton,Personal de TI / Soporte,ES,Sevilla,Tarde,Activo,2024-03-11
2399351915108751357,Nathaniel Stewart,Médico Especialista,CO,Ibagué,Administrativo,Activo,2021-07-02
2399632061743007372,Michael Marsh,Médico Especialista,CO,Medellín,Tarde,Activo,2024-09-01
2402506356772538898,Wayne Ramirez,Médico Especialista,CO,Medellín,Diurno,Activo,2016-12-16
2403856564659909496,Miss Sarah Duncan,Auxiliar de Enfermería,ES,Sevilla,Tarde,Activo,2020-03-08
2411471284039422535,Sharon Walton,Médico Especialista,MX,Monterrey,Diurno,Activo,2023-01-10
2418659423991637915,Andres Gutierrez,Administrativo - Facturación,PE,Arequipa,Nocturno,Activo,2021-02-24
2419254322003585099,Jesse Sampson,Personal de Laboratorio,CO,Cali,Diurno,Activo,2018-08-16
2419640107024103033,Brian Glover,Administrativo - Facturación,CO,Bucaramanga,Diurno,Activo,2023-09-05
2438800705866138319,Jill Johnson,Auxiliar de Enfermería,CO,Bogotá,Tarde,Activo,2021-01-08
2440314300068124879,Cheryl Mclean,Directivo / Gerencia,CO,Barranquilla,Diurno,Activo,2023-04-09
2456829783124359916,Patricia Thomas,Médico Especialista,CO,Cali,Diurno,Activo,2024-07-10
2456881773209996177,Teresa Rhodes,Enfermero/a,CO,Bucaramanga,Nocturno,Activo,2017-11-15
2469304271541727215,Julia Reeves,Enfermero/a,CO,Ibagué,Diurno,Activo,2021-05-18
2488071832956005114,Timothy Mcdaniel,Personal de TI / Soporte,PE,Lima,Tarde,Activo,2022-01-10
2492401748614441810,John Williams,Auxiliar de Enfermería,CO,Bogotá,Diurno,Activo,2021-05-13
2494762690535265451,Emily Lane,Administrativo - Facturación,CO,Barranquilla,Diurno,Activo,2019-06-28
2496724873765287120,Erica Lee,Médico General,CO,Cali,Diurno,Activo,2019-03-03
2509936531910309414,Jeremy Wilson,Directivo / Gerencia,AR,Rosario,Nocturno,Activo,2018-01-08
2521218090513965702,Adrian Dean,Auxiliar de Enfermería,CL,Valparaíso,Administrativo,Activo,2021-04-21
2521463834230568964,Gregory Flores,Auxiliar de Enfermería,CO,Bucaramanga,Diurno,Activo,2017-12-14
2524468288492178945,Diane Sanchez,Directivo / Gerencia,US,Houston,Administrativo,Activo,2017-04-27
